user,DZObnpKPO3cobSJWA6zaK,EmEe2TEYxAFbNqbon8csP,8B1cT3-y-kQ8mgVgYywEv,M05QqnDZEu0Fj6qrTtdSG,hQZvZIseJXyUFJEZ78-fz,NQe3sR8pKUyqvQfmCSsPc,xvKGJTxwjwJCiGyEeGjLn,tLvSFKbPT-mpYhiAIxGEe,PBOTslQiQDWkz7n6gtRRy,CShKY0dgwWXKFG6XeV8w3,I-XBG_1NlWo0pc1YUVTsq,I5mbktxDVDrpS56_2ZzlF,yc5gVRH266TWsfvrLGiI6,pUV9RWUsVI-S3UReLVeLY,cDi1Vfe9LPRtbZfMieOXg,eaxrkYopmtY9uMfdftOeD,rULbr8lif98CPD6bBowhQ,Rl4CQwZ4w4Y6sClp5VCS0,9BZANXTjpc2b8C8In5cY4,f46DJlKR6QY5XAVvrTq0X,YCqKzGcQqZykIIWJe40QE,haeNlgCfyaVev3_bqw4HP,uEFvWyp7i_JTr61rMgvpc,2zELMic0CCV-geiWqnXLZ,gFwoTXkAcAckZCCs9-hbJ,pyNjv9i4A3WcRNK_mfmmq,az0rNSr8I83DWRGHt1RpJ,a6d9bDERMgJ8CgOHwquoG,aifYnRrToVksZwh5Ka_rS,9c-zdRbtNg4rWX0JrWRsv,AzsGJVwqQOEKbtdYSngED,lxDqrTwuZCV04obOBeyfw,LZK4RILvq6lNKfIBDtpPT,feohhCkiAl599S9HGKkpe,_8OdW_ggLBKpTRnlypeUV,_0-Dtu4abTAclzMPpk2op,k0wpzFVmnn3NZgTqck0W_,wRKLb6zxuAPIsTWicXEb2,WP_erMqa4hMgzo4YZPl-9
YCqKzGcQqZykIIWJe40QE,0.717948717948718,0.4444444444444444,0.6,0.6666666666666666,0.64,0.631578947368421,0.5384615384615384,0.6052631578947368,0.48,0.8333333333333334,0.6944444444444444,0.5471698113207547,0.6612903225806451,0.6595744680851063,0.72,0.8,0.5106382978723404,0.7916666666666666,0.4444444444444444,0.7045454545454546,1.0,0.75,0.6346153846153846,0.0,0.6829268292682927,0.5789473684210527,0.59375,0.5,0.5161290322580645,0.0,0.5625,,0.8,0.5,0.0,0.6458333333333334,0.7446808510638298,0.6,0.5588235294117647
haeNlgCfyaVev3_bqw4HP,0.2,,,0.6666666666666666,0.631578947368421,0.5454545454545454,0.8,0.6,0.5,0.8125,0.75,0.8571428571428571,0.7692307692307693,0.5,0.7142857142857143,0.6222222222222222,0.7272727272727273,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.75,1.0,0.46153846153846156,,0.875,1.0,1.0,0.6,0.6,0.6111111111111112,0.8181818181818182,,0.6923076923076923,0.25,,0.46153846153846156,0.6153846153846154,0.3333333333333333,0.6363636363636364
uEFvWyp7i_JTr61rMgvpc,0.5882352941176471,0.25,0.3333333333333333,0.5,0.6388888888888888,0.6428571428571429,0.5,0.5857142857142857,0.6153846153846154,0.7435897435897436,0.6229508196721312,0.6190476190476191,0.625,0.65625,0.6944444444444444,0.5,0.7021276595744681,0.6,0.5454545454545454,0.5135135135135135,0.6346153846153846,0.46153846153846156,1.0,,0.7674418604651163,0.4375,0.782608695652174,0.5,0.7419354838709677,0.25,0.8461538461538461,,0.8421052631578947,0.8571428571428571,0.5,0.6060606060606061,0.8181818181818182,0.75,0.6
2zELMic0CCV-geiWqnXLZ,,,,,,,,,,,,,,,,0.2,,0.5,,,0.0,,,1.0,,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,
gFwoTXkAcAckZCCs9-hbJ,0.74,0.3333333333333333,0.625,0.775,0.7391304347826086,0.6818181818181818,1.0,0.6170212765957447,0.5681818181818182,0.7555555555555555,0.6829268292682927,0.5454545454545454,0.7346938775510204,0.7692307692307693,0.7692307692307693,0.8,0.7659574468085106,0.6666666666666666,0.5454545454545454,0.6818181818181818,0.6829268292682927,0.875,0.7674418604651163,,1.0,0.6875,0.717948717948718,1.0,0.6944444444444444,0.3333333333333333,0.75,,0.84,0.5,0.0,0.5918367346938775,0.7209302325581395,0.375,0.675
pyNjv9i4A3WcRNK_mfmmq,0.7333333333333333,,0.0,0.6153846153846154,0.5625,0.2857142857142857,1.0,0.5714285714285714,0.8181818181818182,0.8888888888888888,0.6666666666666666,0.6875,0.4,0.4166666666666667,0.3333333333333333,0.5,0.5833333333333334,0.5,0.35714285714285715,0.9166666666666666,0.5789473684210527,1.0,0.4375,,0.6875,1.0,0.7777777777777778,0.5,0.6666666666666666,0.3333333333333333,0.4,,0.75,0.5,1.0,0.4166666666666667,0.8571428571428571,0.3333333333333333,0.6666666666666666
az0rNSr8I83DWRGHt1RpJ,0.5,1.0,0.25,0.6,0.8,0.42105263157894735,0.5714285714285714,0.6333333333333333,0.5652173913043478,0.8518518518518519,0.48,0.7352941176470589,0.6176470588235294,0.6,0.75,0.8571428571428571,0.6571428571428571,0.6818181818181818,0.5,0.4,0.59375,1.0,0.782608695652174,0.0,0.717948717948718,0.7777777777777778,1.0,0.4,0.5882352941176471,0.25,0.6363636363636364,,0.6363636363636364,0.6,,0.48148148148148145,0.6071428571428571,0.42857142857142855,0.5357142857142857
a6d9bDERMgJ8CgOHwquoG,0.5,,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.25,0.3333333333333333,1.0,0.6666666666666666,0.2857142857142857,0.4,0.5,0.6666666666666666,0.5,1.0,0.40625,0.6666666666666666,0.3333333333333333,0.5,0.6,0.5,1.0,1.0,0.5,0.4,1.0,0.5,0.43333333333333335,0.4827586206896552,,0.42857142857142855,0.5,,0.3333333333333333,1.0,0.45454545454545453,0.5
aifYnRrToVksZwh5Ka_rS,0.5531914893617021,0.4,0.42857142857142855,0.5405405405405406,0.627906976744186,0.6097560975609756,0.46153846153846156,0.7428571428571429,0.5,0.6666666666666666,0.6363636363636364,0.5625,0.6756756756756757,0.6571428571428571,0.5833333333333334,0.6666666666666666,0.7222222222222222,0.6923076923076923,0.5517241379310345,0.6097560975609756,0.5161290322580645,0.6,0.7419354838709677,0.0,0.6944444444444444,0.6666666666666666,0.5882352941176471,0.5,1.0,0.6,0.8421052631578947,,0.6666666666666666,0.7142857142857143,,0.5357142857142857,0.6585365853658537,0.5,0.5555555555555556
9c-zdRbtNg4rWX0JrWRsv,0.4,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5294117647058824,0.16666666666666666,0.8571428571428571,0.3333333333333333,0.75,0.0,0.2,1.0,0.3333333333333333,0.5714285714285714,0.7066666666666667,0.5,0.7894736842105263,0.625,0.5,0.0,0.6111111111111112,0.25,0.0,0.3333333333333333,0.3333333333333333,0.25,0.43333333333333335,0.6,1.0,0.5,,0.7619047619047619,0.5,,0.16666666666666666,1.0,0.6923076923076923,0.8
AzsGJVwqQOEKbtdYSngED,0.6296296296296297,0.0,1.0,0.6153846153846154,0.6216216216216216,0.5877192982456141,0.631578947368421,0.75,0.5714285714285714,0.6363636363636364,0.6153846153846154,0.6896551724137931,0.7777777777777778,0.6086956521739131,0.5,0.746031746031746,0.7307692307692307,0.6938775510204082,0.8,0.5909090909090909,0.5625,0.8181818181818182,0.8461538461538461,0.0,0.75,0.4,0.6363636363636364,0.4827586206896552,0.8421052631578947,0.5,1.0,0.5,0.7777777777777778,0.625,0.5,0.6086956521739131,0.7241379310344828,0.5714285714285714,0.7575757575757576
lxDqrTwuZCV04obOBeyfw,,,,,1.0,0.5,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.5,1.0,,,,0.0,0.0,,0.0
LZK4RILvq6lNKfIBDtpPT,0.5666666666666667,0.6666666666666666,1.0,0.5,0.6875,0.6511627906976745,0.9,0.5454545454545454,0.7,0.7333333333333333,0.6774193548387096,0.5217391304347826,0.7,0.5675675675675675,0.5238095238095238,0.6538461538461539,0.6774193548387096,0.6363636363636364,0.5357142857142857,0.6285714285714286,0.8,0.6923076923076923,0.8421052631578947,,0.84,0.75,0.6363636363636364,0.42857142857142855,0.6666666666666666,0.7619047619047619,0.7777777777777778,,1.0,0.42857142857142855,0.5,0.6666666666666666,0.7333333333333333,0.7058823529411765,0.8108108108108109
feohhCkiAl599S9HGKkpe,0.2,1.0,1.0,0.42857142857142855,0.35714285714285715,0.3333333333333333,1.0,0.375,0.4444444444444444,0.0,1.0,0.5,0.4,0.6,0.8333333333333334,0.5,0.5,0.5384615384615384,0.375,0.6,0.5,0.25,0.8571428571428571,0.0,0.5,0.5,0.6,0.5,0.7142857142857143,0.5,0.625,,0.42857142857142855,1.0,,0.5,0.6666666666666666,0.625,0.6666666666666666
_8OdW_ggLBKpTRnlypeUV,0.0,1.0,0.0,0.0,0.0,0.0,,,0.5,,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,,0.0,0.0,1.0,0.0,,0.5,,0.0,1.0,,,,,0.5,,0.5,,1.0,0.0,0.3333333333333333,0.0,0.5
_0-Dtu4abTAclzMPpk2op,0.546875,0.0,0.9090909090909091,0.43243243243243246,0.7333333333333333,0.5172413793103449,0.5454545454545454,0.6571428571428571,0.627906976744186,0.7567567567567568,0.6470588235294118,0.55,0.6,0.5813953488372093,0.5882352941176471,0.42857142857142855,0.47058823529411764,0.5,0.525,0.5454545454545454,0.6458333333333334,0.46153846153846156,0.6060606060606061,,0.5918367346938775,0.4166666666666667,0.48148148148148145,0.3333333333333333,0.5357142857142857,0.16666666666666666,0.6086956521739131,0.0,0.6666666666666666,0.5,0.0,1.0,0.6190476190476191,0.4117647058823529,0.5
k0wpzFVmnn3NZgTqck0W_,0.5,0.5,0.5,0.7428571428571429,0.6590909090909091,0.6363636363636364,0.5454545454545454,0.6896551724137931,0.65625,0.8780487804878049,0.6285714285714286,0.6744186046511628,0.7058823529411765,0.6666666666666666,0.6896551724137931,0.6666666666666666,0.7380952380952381,0.5833333333333334,0.5185185185185185,0.6410256410256411,0.7446808510638298,0.6153846153846154,0.8181818181818182,,0.7209302325581395,0.8571428571428571,0.6071428571428571,1.0,0.6585365853658537,1.0,0.7241379310344828,0.0,0.7333333333333333,0.6666666666666666,0.3333333333333333,0.6190476190476191,1.0,0.7777777777777778,0.6829268292682927
wRKLb6zxuAPIsTWicXEb2,0.42857142857142855,0.0,,0.5238095238095238,0.631578947368421,0.37037037037037035,0.5555555555555556,0.3333333333333333,0.45454545454545453,0.7142857142857143,0.2,0.5,0.6666666666666666,0.3333333333333333,0.5909090909090909,0.5714285714285714,0.35714285714285715,0.5625,0.6470588235294118,0.5454545454545454,0.6,0.3333333333333333,0.75,,0.375,0.3333333333333333,0.42857142857142855,0.45454545454545453,0.5,0.6923076923076923,0.5714285714285714,,0.7058823529411765,0.625,0.0,0.4117647058823529,0.7777777777777778,1.0,0.6666666666666666
WP_erMqa4hMgzo4YZPl-9,0.4878048780487805,0.0,0.8,0.6388888888888888,0.6774193548387096,0.6296296296296297,0.8181818181818182,0.4857142857142857,0.5434782608695652,0.8648648648648649,0.5675675675675675,0.5862068965517241,0.675,0.5,0.6875,0.7272727272727273,0.7692307692307693,0.6818181818181818,0.5238095238095238,0.6136363636363636,0.5588235294117647,0.6363636363636364,0.6,,0.675,0.6666666666666666,0.5357142857142857,0.5,0.5555555555555556,0.8,0.7575757575757576,0.0,0.8108108108108109,0.6666666666666666,0.5,0.5,0.6829268292682927,0.6666666666666666,1.0
